종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"252990","샘씨엔에스","KOSDAQ","기술성장기업부","7120","50","0.71","7150","7360","7040","1356931","9728341130","357095383520","50153846"
"263540","샘코","KOSDAQ","투자주의환기종목(소속부없음)","2015","0","0.00","0","0","0","0","0","60278610145","29914943"
"007540","샘표","KOSPI",,"58100","400","0.69","57700","59800","57600","22453","1320663000","167083980000","2875800"
"248170","샘표식품","KOSPI",,"64900","2600","4.17","62300","68500","62000","140036","9221733400","296481761400","4568286"
"294630","서남","KOSDAQ","기술성장기업부","3450","90","2.68","3390","3495","3365","120472","414293185","71177502000","20631160"
"038070","서린바이오","KOSDAQ","우량기업부","19600","0","0.00","20250","20400","19300","939895","18583636800","162693249600","8300676"
"006730","서부T&D","KOSDAQ","중견기업부","8930","-70","-0.78","8970","9150","8720","680560","6047895690","529182253830","59258931"
"079650","서산","KOSDAQ","중견기업부","3000","-5","-0.17","3010","3035","2980","78243","234735550","60000000000","20000000"
"100660","서암기계공업","KOSDAQ","중견기업부","6340","90","1.44","6260","6340","6210","127709","801396620","79884000000","12600000"
"007860","서연","KOSPI",,"22650","2650","13.25","19900","24000","19800","11693628","263449655650","531818466600","23479844"
"200880","서연이화","KOSPI",,"10150","430","4.42","9730","10450","9610","2882353","29152425770","274338635550","27028437"
"019770","서연탑메탈","KOSDAQ","중견기업부","12400","700","5.98","11850","13150","11700","3734835","47074490100","144460000000","11650000"
"017390","서울가스","KOSPI",,"127000","-500","-0.39","126500","127000","123500","10341","1295080500","635000000000","5000000"
"043710","서울리거","KOSDAQ","중견기업부","1465","60","4.27","1415","1465","1350","1467085","2072231435","53426394985","36468529"
"092190","서울바이오시스","KOSDAQ","우량기업부","16700","250","1.52","16500","16850","16350","141314","2348242250","638335005100","38223653"
"046890","서울반도체","KOSDAQ","우량기업부","19800","0","0.00","19750","19900","19650","306603","6061871650","1154446920000","58305400"
"004410","서울식품","KOSPI",,"359","2","0.56","357","365","353","7133232","2560245820","132099753792","367965888"
"004415","서울식품우","KOSPI",,"5530","80","1.47","5450","5540","5440","11541","63534720","12301485000","2224500"
"063170","서울옥션","KOSDAQ","중견기업부","16200","0","0.00","16300","17900","15800","1231794","20439755500","274063500000","16917500"
"027040","서울전자통신","KOSDAQ","중견기업부","980","0","0.00","977","984","974","362485","354776405","68197070060","69588847"
"018680","서울제약","KOSDAQ","중견기업부","8260","20","0.24","8290","8320","8220","19773","163169750","70412559980","8524523"
"021050","서원","KOSPI",,"2600","20","0.78","2580","2615","2575","487207","1265536300","123433934000","47474590"
"093920","서원인텍","KOSDAQ","우량기업부","7500","80","1.08","7460","7590","7460","132433","998993100","139500000000","18600000"
"189860","서전기전","KOSDAQ","벤처기업부","4270","70","1.67","4200","4315","4200","102406","436310175","41413790600","9698780"
"178320","서진시스템","KOSDAQ","우량기업부","42350","-950","-2.19","43300","43300","41950","324293","13726506700","766563205100","18100666"
"122690","서진오토모티브","KOSDAQ","관리종목(소속부없음)","2710","-5","-0.18","2720","2790","2675","16625","44970965","52956776660","19541246"
"140070","서플러스글로벌","KOSDAQ","우량기업부","5820","130","2.28","5690","5830","5630","433722","2501220500","215270160000","36988000"
"011370","서한","KOSDAQ","우량기업부","1880","-15","-0.79","1895","1905","1855","1574741","2957232335","189682346200","100894865"
"065710","서호전기","KOSDAQ","우량기업부","20650","50","0.24","20600","20750","20500","7667","157989050","106347500000","5150000"
"008490","서흥","KOSPI",,"55600","-600","-1.07","56200","56400","55200","27709","1540554300","643242682800","11569113"
"035890","서희건설","KOSDAQ","우량기업부","2105","15","0.72","2120","2130","2065","2264951","4741880720","483746801985","229808457"
