,회사명,종합등급,환경,사회,지배구조,연도
3208,티에이치엔,B,B,B,B,2020
3209,티에이치엔,B,C,B,B+,2021
3210,티에이치엔,D,D,C,D,2022
3211,티에이치엔,C,C,B,C,2023
3212,티에이치엔,C,C,B,C,2024
3213,티와이홀딩스,B+,B+,B,B+,2022
3214,티와이홀딩스,B+,A,A,B,2023
3215,티와이홀딩스,B+,A,A,B,2024
3216,티웨이항공,B,C,B,B,2020
3217,티웨이항공,B,C,B+,B,2021
3218,티웨이항공,C,D,C,B,2022
3219,티웨이항공,B,B,C,B,2023
3220,티웨이항공,B,B,C,B,2024
3221,티웨이홀딩스,C,D,B,C,2020
3222,티웨이홀딩스,C,D,D,B,2021
3223,티웨이홀딩스,D,D,C,D,2022
3224,티웨이홀딩스,D,C,C,D,2023
3225,티웨이홀딩스,D,C,C,D,2024
3226,티케이지휴켐스,C,B,B+,C,2020
3227,티케이지휴켐스,B+,B,A,B+,2021
3228,티케이지휴켐스,B,B,B+,B,2022
3229,티케이지휴켐스,B+,B+,A,B,2023
3230,티케이지휴켐스,B+,B+,A,B,2024
3231,파라다이스,B,D,B+,B+,2020
3232,파라다이스,B,D,B,B+,2021
3233,파라다이스,NAN,NAN,NAN,NAN,2022
3234,파라다이스,NAN,NAN,NAN,NAN,2023
3235,파라다이스,NAN,NAN,NAN,NAN,2024
3236,파미셀,B,B,C,B,2020
3237,파미셀,B,C,B,B+,2021
3238,파미셀,D,D,D,D,2022
3239,파미셀,D,C,D,D,2023
3240,파미셀,D,C,D,D,2024
3241,팜스코,B,D,B+,B+,2020
3242,팜스코,B+,B+,A,B+,2021
3243,팜스코,B,B,A,C,2022
3244,팜스코,A,B+,A,A,2023
3245,팜스코,A,B+,A,A,2024
3246,팜젠사이언스,C,D,B,C,2020
3247,팜젠사이언스,C,D,C,C,2021
3248,팜젠사이언스,D,D,D,D,2022
3249,팜젠사이언스,D,D,C,D,2023
3250,팜젠사이언스,D,D,C,D,2024
3251,팬오션,B+,B,B,A,2020
3252,팬오션,B+,B+,D,A,2021
3253,팬오션,B,A,B+,C,2022
3254,팬오션,A,A+,A,A,2023
3255,팬오션,A,A+,A,A,2024
3256,퍼스텍,C,B,B,C,2020
3257,퍼스텍,C,C,C,B,2021
3258,퍼스텍,D,D,D,C,2022
3259,퍼스텍,C,C,C,C,2023
3260,퍼스텍,C,C,C,C,2024
3261,퍼시스,B,B,B,B,2020
3262,퍼시스,B,C,B+,B,2021
3263,퍼시스,D,D,C,D,2022
3264,퍼시스,D,C,C,D,2023
3265,퍼시스,D,C,C,D,2024
3266,페이퍼코리아,C,C,B,C,2020
3267,페이퍼코리아,B,B,C,B,2021
3268,페이퍼코리아,D,C,D,D,2022
3269,페이퍼코리아,D,C,C,D,2023
3270,페이퍼코리아,D,C,C,D,2024
3271,평화산업,B,B,B,B,2020
3272,평화산업,B,B+,C,B+,2021
3273,평화산업,C,D,C,B,2022
3274,평화산업,D,D,C,C,2023
3275,평화산업,D,D,C,C,2024
3276,평화홀딩스,B,C,B,B+,2020
3277,평화홀딩스,B,B+,C,B+,2021
3278,평화홀딩스,C,D,D,B+,2022
3279,평화홀딩스,C,D,C,B+,2023
3280,평화홀딩스,C,D,C,B+,2024
3281,포스코DX,B+,B,A,B+,2020
3282,포스코DX,A,A,A+,A,2021
3283,포스코DX,NAN,NAN,NAN,NAN,2022
3284,포스코DX,NAN,NAN,NAN,NAN,2023
3285,포스코DX,NAN,NAN,NAN,NAN,2024
3286,포스코스틸리온,A,B+,A+,B+,2020
3287,포스코스틸리온,A,A,A+,A,2021
3288,포스코스틸리온,A,B+,A+,B+,2022
3289,포스코스틸리온,A,A,A+,B+,2023
3290,포스코스틸리온,A,A,A+,B+,2024
3291,포스코인터내셔널,A+,A,A+,A+,2020
3292,포스코인터내셔널,A+,A,A+,A+,2021
3293,포스코인터내셔널,A,B+,A+,A,2022
3294,포스코인터내셔널,A,A,A+,A,2023
3295,포스코인터내셔널,A,A,A+,A,2024
3296,포스코퓨처엠,A,A,A+,B+,2020
3297,포스코퓨처엠,A,A,A+,B+,2021
3298,포스코퓨처엠,B+,B+,A,B,2022
3299,포스코퓨처엠,A,A,A+,A,2023
3300,포스코퓨처엠,A,A,A+,A,2024
3301,풀무원,A+,A,A+,A+,2020
3302,풀무원,A+,A,A+,A+,2021
3303,풀무원,A,B+,A+,A,2022
3304,풀무원,A,A,A+,A,2023
3305,풀무원,A,A,A+,A,2024
3306,풍산,B+,B+,A,B+,2020
3307,풍산,B+,B,A,A,2021
3308,풍산,B,C,B+,B+,2022
3309,풍산,B+,B+,B+,B+,2023
3310,풍산,B+,B+,B+,B+,2024
3311,풍산홀딩스,B,B,B+,B,2020
3312,풍산홀딩스,B,D,A,B+,2021
3313,풍산홀딩스,B,C,B+,B+,2022
3314,풍산홀딩스,B+,B+,B+,B+,2023
3315,풍산홀딩스,B+,B+,B+,B+,2024
3316,플레이그램,C,D,C,C,2020
3317,플레이그램,C,D,C,C,2021
3318,플레이그램,D,D,D,D,2022
3319,플레이그램,D,D,D,D,2023
3320,플레이그램,D,D,D,D,2024
3321,하나금융지주,A,A,A,A,2020
3322,하나금융지주,A,A,A+,A,2021
3323,하나금융지주,A,A+,A+,A,2022
3324,하나금융지주,A,A+,A+,A,2023
3325,하나금융지주,A,A+,A+,A,2024
3326,하나제약,B,D,B,B+,2020
3327,하나제약,B,D,B,B+,2021
3328,하나제약,C,D,C,B,2022
3329,하나제약,C,D,C,C,2023
3330,하나제약,C,D,C,C,2024
3331,하나투어,B,D,B,B,2020
3332,하나투어,B+,B,A,B+,2021
3333,하나투어,B+,B+,B+,B+,2022
3334,하나투어,B+,B+,A,B+,2023
3335,하나투어,B+,B+,A,B+,2024
3336,하이브,NAN,NAN,NAN,NAN,2021
3337,하이브,C,D,D,B,2022
3338,하이브,C,B,B+,C,2023
3339,하이브,C,B,B+,C,2024
3340,하이스틸,B,B,C,B,2020
3341,하이스틸,B,C,B,B+,2021
3342,하이스틸,C,D,C,B,2022
3343,하이스틸,C,C,C,C,2023
3344,하이스틸,C,C,C,C,2024
3345,하이트론씨스템즈,B,D,B,B+,2020
3346,하이트론씨스템즈,C,D,C,B+,2021
3347,하이트론씨스템즈,D,D,D,D,2022
3348,하이트진로,B,B,B,B,2020
3349,하이트진로,B+,B+,A,B,2021
3350,하이트진로,B,B,B+,B,2022
3351,하이트진로,B,A,A,C,2023
3352,하이트진로,B,A,A,C,2024
3353,하이트진로홀딩스,B,C,B,B,2020
3354,하이트진로홀딩스,B+,B+,A,B,2021
3355,하이트진로홀딩스,B,B,B+,B,2022
3356,하이트진로홀딩스,B+,A,A,B,2023
3357,하이트진로홀딩스,B+,A,A,B,2024
3358,한국가스공사,A,B+,A+,B+,2020
3359,한국가스공사,B+,B+,A,B+,2021
3360,한국가스공사,B+,B+,A,B+,2022
3361,한국가스공사,A,A,A+,B+,2023
3362,한국가스공사,A,A,A+,B+,2024
3363,한국공항,C,D,B,B,2020
3364,한국공항,B,D,B,B+,2021
3365,한국공항,C,C,B+,C,2022
3366,한국공항,B+,A,B,B+,2023
3367,한국공항,B+,A,B,B+,2024
3368,한국금융지주,B,D,B+,B+,2020
3369,한국금융지주,B+,C,A,B+,2021
3370,한국금융지주,B,D,B+,B+,2022
3371,한국금융지주,B+,C,B+,B+,2023
3372,한국금융지주,B+,C,B+,B+,2024
3373,한국내화,C,C,B,D,2020
3374,한국내화,B,B,B,B,2021
3375,한국내화,C,C,B+,D,2022
3376,한국내화,C,B+,B+,D,2023
3377,한국내화,C,B+,B+,D,2024
3378,한국단자공업,C,C,B,B,2020
3379,한국단자공업,C,C,C,B+,2021
3380,한국단자공업,D,D,C,C,2022
3381,한국단자공업,C,C,B,C,2023
3382,한국단자공업,C,C,B,C,2024
3383,한국무브넥스,C,B,B+,C,2020
3384,한국무브넥스,B,B,B+,B,2021
3385,한국무브넥스,D,D,C,C,2022
3386,한국무브넥스,C,C,C,C,2023
3387,한국무브넥스,C,C,C,C,2024
3388,한국석유공업,C,C,C,B,2020
3389,한국석유공업,B+,B,B+,B+,2021
3390,한국석유공업,B,D,B,B+,2022
3391,한국석유공업,B+,B+,B+,B+,2023
3392,한국석유공업,B+,B+,B+,B+,2024
3393,한국수출포장공업,B,B,C,B,2020
3394,한국수출포장공업,B,B,C,B+,2021
3395,한국수출포장공업,D,C,D,D,2022
3396,한국수출포장공업,D,C,D,D,2023
3397,한국수출포장공업,D,C,D,D,2024
3398,한국쉘석유,B,C,B+,B,2020
3399,한국쉘석유,B,C,B+,B+,2021
3400,한국쉘석유,C,C,C,B,2022
3401,한국쉘석유,C,C,C,B+,2023
3402,한국쉘석유,C,C,C,B+,2024
3403,한국앤컴퍼니,B,B+,B+,B,2020
3404,한국앤컴퍼니,A,B+,A+,B+,2021
3405,한국앤컴퍼니,B,C,B,B+,2022
3406,한국앤컴퍼니,B+,B+,A,B+,2023
3407,한국앤컴퍼니,B+,B+,A,B+,2024
3408,한국자산신탁,C,D,B,C,2020
3409,한국자산신탁,C,C,B+,C,2021
3410,한국자산신탁,C,C,D,B,2022
3411,한국자산신탁,C,C,C,B,2023
3412,한국자산신탁,C,C,C,B,2024
3413,한국전력공사,A,B+,A,A,2020
3414,한국전력공사,B+,B+,B+,B+,2021
3415,한국전력공사,B,B,B,B+,2022
3416,한국전력공사,B+,B,A,A,2023
3417,한국전력공사,B+,B,A,A,2024
3418,한국전자홀딩스,C,C,B,C,2020
3419,한국전자홀딩스,B,B,B+,B,2021
3420,한국전자홀딩스,D,C,D,D,2022
3421,한국전자홀딩스,D,C,C,D,2023
3422,한국전자홀딩스,D,C,C,D,2024
3423,한국제지,B,B+,B,B,2020
3424,한국제지,B,B,B,B,2021
3425,한국제지,D,D,C,D,2022
3426,한국제지,C,C,C,C,2023
3427,한국제지,C,C,C,C,2024
3428,한국종합기술,B,B,C,B,2020
3429,한국종합기술,B,B,C,B+,2021
3430,한국종합기술,C,D,C,B,2022
3431,한국종합기술,C,C,C,B,2023
3432,한국종합기술,C,C,C,B,2024
3433,한국주강,C,D,C,C,2020
3434,한국주강,D,D,D,C,2021
3435,한국주강,D,D,D,D,2022
3436,한국주강,D,D,D,D,2023
3437,한국주강,D,D,D,D,2024
3438,한국주철관공업,C,C,C,B,2020
3439,한국주철관공업,C,C,C,B,2021
3440,한국주철관공업,D,C,C,D,2022
3441,한국주철관공업,D,C,D,D,2023
3442,한국주철관공업,D,C,D,D,2024
3443,한국철강,C,B+,B,C,2020
3444,한국철강,B,B,B,B+,2021
3445,한국철강,C,C,D,B,2022
3446,한국철강,C,C,D,B,2023
3447,한국철강,C,C,D,B,2024
3448,한국카본,B+,B,B,B+,2020
3449,한국카본,B,B,B+,B,2021
3450,한국카본,C,B+,A,D,2022
3451,한국카본,B,B+,B+,C,2023
3452,한국카본,B,B+,B+,C,2024
3453,한국콜마,B+,B,B+,B+,2020
3454,한국콜마,B+,B+,A,B+,2021
3455,한국콜마,B+,B+,B+,B+,2022
3456,한국콜마,A,A,A+,A,2023
3457,한국콜마,A,A,A+,A,2024
3458,한국타이어앤테크놀로지,B+,A,A,B,2020
3459,한국타이어앤테크놀로지,B+,B+,A,B,2021
3460,한국타이어앤테크놀로지,B,B,A,C,2022
3461,한국타이어앤테크놀로지,B,B+,A+,D,2023
3462,한국타이어앤테크놀로지,B,B+,A+,D,2024
3463,한국토지신탁,C,D,B,C,2020
3464,한국토지신탁,C,D,C,C,2021
3465,한국토지신탁,C,D,C,C,2022
3466,한국토지신탁,C,D,C,B,2023
3467,한국토지신탁,C,D,C,B,2024
3468,한국특강,B,B,B,B,2020
3469,한국특강,C,C,B,B,2021
3470,한국특강,D,C,C,D,2022
3471,한국특강,C,C,C,C,2023
3472,한국특강,C,C,C,C,2024
3473,한국항공우주,A,A,A+,B+,2020
3474,한국항공우주,A,A,A+,B+,2021
3475,한국항공우주,C,B,A,D,2022
3476,한국항공우주,B+,B+,A,B+,2023
3477,한국항공우주,B+,B+,A,B+,2024
3478,한국화장품,B,D,B+,B,2020
3479,한국화장품,B,D,B,B,2021
3480,한국화장품,C,D,C,C,2022
3481,한국화장품,D,D,C,D,2023
3482,한국화장품,D,D,C,D,2024
3483,한국화장품제조,C,D,B,B,2020
3484,한국화장품제조,C,C,B,B,2021
3485,한국화장품제조,D,D,C,C,2022
3486,한국화장품제조,D,D,C,D,2023
3487,한국화장품제조,D,D,C,D,2024
3488,한농화성,C,C,C,B,2020
3489,한농화성,C,C,B,B,2021
3490,한농화성,D,D,D,D,2022
3491,한농화성,D,C,C,D,2023
3492,한농화성,D,C,C,D,2024
3493,한독,B+,B+,B+,B,2020
3494,한독,A,B+,A,A,2021
3495,한독,B+,B,A,B+,2022
3496,한독,A,A,A+,B+,2023
3497,한독,A,A,A+,B+,2024
3498,한미글로벌,B+,B,B+,B+,2020
3499,한미글로벌,A,A,A,A,2021
3500,한미글로벌,B+,B+,A,B+,2022
3501,한미글로벌,B+,A,A+,B,2023
3502,한미글로벌,B+,A,A+,B,2024
3503,한미반도체,C,D,C,B,2020
3504,한미반도체,C,D,D,B,2021
3505,한미반도체,C,D,D,B,2022
3506,한미반도체,D,D,D,C,2023
3507,한미반도체,D,D,D,C,2024
3508,한미사이언스,B,B,B,B,2020
3509,한미사이언스,A,B+,A+,A,2021
3510,한미사이언스,B+,B,A+,B,2022
3511,한미사이언스,B+,A,A,B,2023
3512,한미사이언스,B+,A,A,B,2024
3513,한미약품,A,B+,A+,B+,2020
3514,한미약품,A,B+,A+,A,2021
3515,한미약품,B+,B,A+,B,2022
3516,한미약품,B+,A,A,B,2023
3517,한미약품,B+,A,A,B,2024
3518,한샘,B+,B+,A+,B,2020
3519,한샘,A,B+,A+,A,2021
3520,한샘,A,B+,A,A,2022
3521,한샘,A,A,A,A,2023
3522,한샘,A,A,A,A,2024
3523,한섬,A,B+,A,A,2020
3524,한섬,A,A,A+,A,2021
3525,한섬,B+,A,A,B,2022
3526,한섬,A,A,A+,A,2023
3527,한섬,A,A,A+,A,2024
3528,한성기업,C,D,B,C,2020
3529,한성기업,C,D,B,B,2021
3530,한성기업,D,D,D,D,2022
3531,한성기업,C,B,B,D,2023
3532,한성기업,C,B,B,D,2024
3533,한세실업,B,C,B,B+,2020
3534,한세실업,B,B,B,B+,2021
3535,한세실업,C,C,B+,C,2022
3536,한세실업,B+,B+,A,B+,2023
3537,한세실업,B+,B+,A,B+,2024
3538,한세엠케이,C,C,C,B,2020
3539,한세엠케이,C,D,C,B+,2021
3540,한세엠케이,C,C,B,C,2022
3541,한세엠케이,C,B,B+,C,2023
3542,한세엠케이,C,B,B+,C,2024
3543,한세예스24홀딩스,B,C,B,B,2020
3544,한세예스24홀딩스,B,D,B,B+,2021
3545,한세예스24홀딩스,B+,C,B+,B+,2022
3546,한세예스24홀딩스,A,B+,A,A,2023
3547,한세예스24홀딩스,A,B+,A,A,2024
3548,한솔로지스틱스,B+,B,B+,A,2020
3549,한솔로지스틱스,B+,B,B+,B+,2021
3550,한솔로지스틱스,B+,C,A,B+,2022
3551,한솔로지스틱스,B,C,B+,B+,2023
3552,한솔로지스틱스,B,C,B+,B+,2024
3553,한솔제지,A,A,A,A,2020
3554,한솔제지,A,A,A,A,2021
3555,한솔제지,B+,B+,A,B+,2022
3556,한솔제지,A,A,A,A,2023
3557,한솔제지,A,A,A,A,2024
3558,한솔케미칼,B+,B,B+,B+,2020
3559,한솔케미칼,A,A,A,A,2021
3560,한솔케미칼,B,C,B+,B+,2022
3561,한솔케미칼,B+,B+,B+,B+,2023
3562,한솔케미칼,B+,B+,B+,B+,2024
3563,한솔테크닉스,B+,B+,B+,A,2020
3564,한솔테크닉스,A,B+,A,A,2021
3565,한솔테크닉스,B+,B,A,B+,2022
3566,한솔테크닉스,B+,B+,A,B+,2023
3567,한솔테크닉스,B+,B+,A,B+,2024
3568,한솔피엔에스,A,B+,B+,A,2020
3569,한솔피엔에스,A,B+,B+,A,2021
3570,한솔피엔에스,B,C,B,B+,2022
3571,한솔피엔에스,B+,B,B,A,2023
3572,한솔피엔에스,B+,B,B,A,2024
3573,한솔홀딩스,A,B+,A,A,2020
3574,한솔홀딩스,A,B+,A,A,2021
3575,한솔홀딩스,A,B+,A,A,2022
3576,한솔홀딩스,A,B+,A,A,2023
3577,한솔홀딩스,A,B+,A,A,2024
3578,한솔홈데코,B+,B,B+,A,2020
3579,한솔홈데코,A,B+,A,A,2021
3580,한솔홈데코,B,C,B,B+,2022
3581,한솔홈데코,B+,B+,B+,B+,2023
3582,한솔홈데코,B+,B+,B+,B+,2024
3583,한신공영,C,C,B,B,2020
3584,한신공영,C,C,C,B,2021
3585,한신공영,D,D,C,D,2022
3586,한신공영,D,C,C,D,2023
3587,한신공영,D,C,C,D,2024
3588,한신기계공업,C,B,C,C,2020
3589,한신기계공업,C,D,C,B+,2021
3590,한신기계공업,D,D,D,D,2022
3591,한신기계공업,D,C,D,D,2023
3592,한신기계공업,D,C,D,D,2024
3593,한양증권,C,D,B+,C,2020
3594,한양증권,C,D,B+,C,2021
3595,한양증권,D,D,D,C,2022
3596,한양증권,C,D,B,C,2023
3597,한양증권,C,D,B,C,2024
3598,한온시스템,B,B,B,B+,2020
3599,한온시스템,B+,B+,B+,B+,2021
3600,한온시스템,B,B+,A,C,2022
3601,한온시스템,B+,B+,A+,B,2023
3602,한온시스템,B+,B+,A+,B,2024
3603,한올바이오파마,B,D,B+,B,2020
3604,한올바이오파마,B,D,B,B+,2021
3605,한올바이오파마,C,D,C,C,2022
3606,한올바이오파마,B,B,D,B+,2023
3607,한올바이오파마,B,B,D,B+,2024
3608,한익스프레스,C,B,C,D,2020
3609,한익스프레스,C,B,B,C,2021
3610,한익스프레스,D,D,C,D,2022
3611,한익스프레스,C,C,C,C,2023
3612,한익스프레스,C,C,C,C,2024
3613,한일시멘트,B,C,B+,B,2020
3614,한일시멘트,B+,B+,B+,B,2021
3615,한일시멘트,C,B+,A,D,2022
3616,한일시멘트,A,A,A+,B+,2023
3617,한일시멘트,A,A,A+,B+,2024
3618,한일철강,D,D,D,C,2020
3619,한일철강,C,D,C,B,2021
3620,한일철강,D,D,D,D,2022
3621,한일철강,D,D,D,D,2023
3622,한일철강,D,D,D,D,2024
3623,한일현대시멘트,B+,B,B+,B+,2020
3624,한일현대시멘트,B+,B+,B+,B+,2021
3625,한일현대시멘트,B+,B+,B+,B,2022
3626,한일현대시멘트,B+,A,A+,B,2023
3627,한일현대시멘트,B+,A,A+,B,2024
3628,한일홀딩스,B,D,B+,B+,2020
3629,한일홀딩스,B,B+,B+,B,2021
3630,한일홀딩스,C,B+,A,D,2022
3631,한일홀딩스,A,A,A+,B+,2023
3632,한일홀딩스,A,A,A+,B+,2024
3633,한전KPS,B+,B+,A,B+,2020
3634,한전KPS,B,B,B,B+,2021
3635,한전KPS,A,B+,A,A,2022
3636,한전KPS,A,A,A,A,2023
3637,한전KPS,A,A,A,A,2024
3638,한전기술,B+,B+,A,B+,2020
3639,한전기술,B+,B,B+,B+,2021
3640,한전기술,B+,B,B+,B+,2022
3641,한전기술,A,B+,A+,A,2023
3642,한전기술,A,B+,A+,A,2024
3643,한전산업,B+,B,B+,B+,2020
3644,한전산업,B+,B,B+,B+,2021
3645,한전산업,C,C,B,C,2022
3646,한전산업,C,C,D,B,2023
3647,한전산업,C,C,D,B,2024
3648,한진,B,B,C,B+,2020
3649,한진,A,A,B+,A,2021
3650,한진,B+,B+,A,B+,2022
3651,한진,A,A,A,A,2023
3652,한진,A,A,A,A,2024
3653,한진중공업홀딩스,B,D,C,B+,2020
3654,한진중공업홀딩스,B,D,C,B+,2021
3655,한진중공업홀딩스,C,D,D,B+,2022
3656,한진중공업홀딩스,C,D,C,B+,2023
3657,한진중공업홀딩스,C,D,C,B+,2024
3658,한진칼,B+,B,B,A,2020
3659,한진칼,A,A,A,A,2021
3660,한진칼,A,A,A,A,2022
3661,한진칼,A,A,A+,A,2023
3662,한진칼,A,A,A+,A,2024
3663,한창,C,D,B,C,2020
3664,한창,B,D,B,B,2021
3665,한창,D,D,D,D,2022
3666,한창,D,D,D,D,2023
3667,한창,D,D,D,D,2024
3668,한창제지,B,B,C,B,2020
3669,한창제지,C,C,C,B,2021
3670,한창제지,C,C,C,B,2022
3671,한창제지,C,C,C,C,2023
3672,한창제지,C,C,C,C,2024
3673,한컴라이프케어,C,C,B,D,2023
3674,한컴라이프케어,C,C,B,D,2024
3675,한화,A,B+,A,A,2020
3676,한화,A,A,A+,A,2021
3677,한화,A,A,A+,A,2022
3678,한화,B+,B+,B+,B+,2023
3679,한화,B+,B+,B+,B+,2024
3680,한화생명,A,A,A+,B+,2020
3681,한화생명,A,A+,A+,B+,2021
3682,한화생명,A,A,A+,B+,2022
3683,한화생명,A,A,A+,B+,2023
3684,한화생명,A,A,A+,B+,2024
3685,한화손해보험,B+,B,A,B,2020
3686,한화손해보험,A,A,A+,B+,2021
3687,한화손해보험,A,A,A,A,2022
3688,한화손해보험,A,A,A,A,2023
3689,한화손해보험,A,A,A,A,2024
3690,한화솔루션,B+,A,A,B,2020
3691,한화솔루션,A,A,A+,B+,2021
3692,한화솔루션,B,A,A,C,2022
3693,한화솔루션,B+,A,A+,B,2023
3694,한화솔루션,B+,A,A+,B,2024
3695,한화시스템,A,B+,A,A,2021
3696,한화시스템,A,B+,A+,A,2022
3697,한화시스템,A,A,A+,A,2023
3698,한화시스템,A,A,A+,A,2024
3699,한화에어로스페이스,A,A,A,A,2020
3700,한화에어로스페이스,A,A,A,A,2021
3701,한화에어로스페이스,B+,B+,A,B,2022
3702,한화에어로스페이스,A,A,A,A,2023
3703,한화에어로스페이스,A,A,A,A,2024
3704,한화엔진,A,B+,A,A,2020
3705,한화엔진,A,B+,A,A,2021
3706,한화엔진,B+,B,A,B+,2022
3707,한화엔진,B+,B,A,B+,2023
3708,한화엔진,B+,B,A,B+,2024
3709,한화오션,B+,B+,B,A,2020
3710,한화오션,A,B,A+,A,2021
3711,한화오션,B+,B,B+,B+,2022
3712,한화오션,B+,B+,B+,B+,2023
3713,한화오션,B+,B+,B+,B+,2024
3714,한화투자증권,B+,B,A,B+,2020
3715,한화투자증권,B+,B+,A,B+,2021
3716,한화투자증권,B+,B+,A,B+,2022
3717,한화투자증권,A,A,A+,B+,2023
3718,한화투자증권,A,A,A+,B+,2024
3719,해성디에스,A,A,A,A,2020
3720,해성디에스,A,A,A+,A,2021
3721,해성디에스,B+,B+,A,B+,2022
3722,해성디에스,A,A,A+,B+,2023
3723,해성디에스,A,A,A+,B+,2024
3724,해태제과식품,B,D,B+,B,2020
3725,해태제과식품,B,D,B+,B+,2021
3726,해태제과식품,C,D,B,C,2022
3727,해태제과식품,D,D,C,D,2023
3728,해태제과식품,D,D,C,D,2024
3729,핸즈코퍼레이션,B,B,B,B+,2020
3730,핸즈코퍼레이션,B,B,B,B+,2021
3731,핸즈코퍼레이션,C,C,B,D,2022
3732,핸즈코퍼레이션,C,C,B,D,2023
3733,핸즈코퍼레이션,C,C,B,D,2024
3734,현대건설,A,A+,A,A,2020
3735,현대건설,A,A,A,A,2021
3736,현대건설,A,A,A,B+,2022
3737,현대건설,A,A,A,A,2023
3738,현대건설,A,A,A,A,2024
3739,현대글로비스,A,A,A+,A,2020
3740,현대글로비스,A,A,A+,A,2021
3741,현대글로비스,A,A,A+,A,2022
3742,현대글로비스,A+,A+,A+,A,2023
3743,현대글로비스,A+,A+,A+,A,2024
3744,현대로템,B+,B,A,B+,2020
3745,현대로템,A,A,A+,A,2021
3746,현대로템,A,A,A+,A,2022
3747,현대로템,A,A,A+,A,2023
3748,현대로템,A,A,A+,A,2024
3749,현대리바트,A,B,A,A,2020
3750,현대리바트,A,A,A+,A,2021
3751,현대리바트,A,A,A,A,2022
3752,현대리바트,A,A,A+,B+,2023
3753,현대리바트,A,A,A+,B+,2024
3754,현대모비스,A,B+,A+,A,2020
3755,현대모비스,A,A,A+,A,2021
3756,현대모비스,A,A,A+,B+,2022
3757,현대모비스,A,A+,A+,B+,2023
3758,현대모비스,A,A+,A+,B+,2024
3759,현대백화점,A,B+,A,A,2020
3760,현대백화점,A,A,A+,A,2021
3761,현대백화점,A,A,A,A,2022
3762,현대백화점,A+,A+,A+,A,2023
3763,현대백화점,A+,A+,A+,A,2024
3764,현대비앤지스틸,B+,B+,A,B+,2020
3765,현대비앤지스틸,A,B+,A+,B+,2021
3766,현대비앤지스틸,C,B+,B+,D,2022
3767,현대비앤지스틸,B,A,B+,C,2023
3768,현대비앤지스틸,B,A,B+,C,2024
3769,현대약품,B,B,B+,B,2020
3770,현대약품,B,C,B,B+,2021
3771,현대약품,D,D,C,D,2022
3772,현대약품,C,C,C,B,2023
3773,현대약품,C,C,C,B,2024
3774,현대엘리베이터,A,B+,A,A,2020
3775,현대엘리베이터,A,B+,A,A,2021
3776,현대엘리베이터,B,C,B,B,2022
3777,현대엘리베이터,B+,B+,A,B+,2023
3778,현대엘리베이터,B+,B+,A,B+,2024
3779,현대오토에버,A,A,A+,A,2021
3780,현대오토에버,B+,B+,A,B+,2022
3781,현대오토에버,A,A+,A+,B+,2023
3782,현대오토에버,A,A+,A+,B+,2024
3783,현대위아,A,A,A+,A,2020
3784,현대위아,A,A,A+,A,2021
3785,현대위아,A,A,A,B+,2022
3786,현대위아,A+,A+,A+,A,2023
3787,현대위아,A+,A+,A+,A,2024
3788,현대자동차,A,A,A+,A,2020
3789,현대자동차,A,A,A,A,2021
3790,현대자동차,B+,A,B+,B,2022
3791,현대자동차,A,A,A,B+,2023
3792,현대자동차,A,A,A,B+,2024
3793,현대제철,B+,B+,B,B+,2020
3794,현대제철,B+,B+,B+,A,2021
3795,현대제철,A,A,A,B+,2022
3796,현대제철,A,A+,A,B+,2023
3797,현대제철,A,A+,A,B+,2024
3798,현대지에프홀딩스,A,B+,A,A,2020
3799,현대지에프홀딩스,A,A,A+,A,2021
3800,현대지에프홀딩스,A,A,A,A,2022
3801,현대지에프홀딩스,A,A,A+,A,2023
3802,현대지에프홀딩스,A,A,A+,A,2024
3803,현대차증권,A,B,A+,A,2020
3804,현대차증권,A,B+,A+,A,2021
3805,현대차증권,A,B+,A+,B+,2022
3806,현대차증권,A,B+,A+,B+,2023
3807,현대차증권,A,B+,A+,B+,2024
3808,현대코퍼레이션,B,D,B,B,2020
3809,현대코퍼레이션,B+,B+,A,B+,2021
3810,현대코퍼레이션,B,C,B,B,2022
3811,현대코퍼레이션,B+,B,B+,B+,2023
3812,현대코퍼레이션,B+,B,B+,B+,2024
3813,현대코퍼레이션홀딩스,C,D,C,B,2020
3814,현대코퍼레이션홀딩스,B+,C,A,B+,2021
3815,현대코퍼레이션홀딩스,B,C,B,B+,2022
3816,현대코퍼레이션홀딩스,B+,B,B+,B+,2023
3817,현대코퍼레이션홀딩스,B+,B,B+,B+,2024
3818,현대퓨처넷,B+,C,A,A,2020
3819,현대퓨처넷,A,A,A,A,2022
3820,현대퓨처넷,A,A,A+,A,2023
3821,현대퓨처넷,A,A,A+,A,2024
3822,현대해상,A,B+,A,A,2020
3823,현대해상,A,A,A+,A,2021
3824,현대해상,B+,A,A,B+,2022
3825,현대해상,A,A,A+,A,2023
3826,현대해상,A,A,A+,A,2024
3827,현대홈쇼핑,A,A,A,A,2020
3828,현대홈쇼핑,A,A,A+,A,2021
3829,현대홈쇼핑,A,A,A+,A,2022
3830,현대홈쇼핑,A,A,A+,A,2023
3831,현대홈쇼핑,A,A,A+,A,2024
3832,형지엘리트,C,D,B,C,2020
3833,형지엘리트,C,D,B,B,2021
3834,형지엘리트,D,D,C,D,2022
3835,형지엘리트,D,D,D,D,2023
3836,형지엘리트,D,D,D,D,2024
3837,혜인,C,B,C,C,2020
