종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수,연도,분기
한미글로벌,KOSPI,,29400,1500,5.38,27750,29450,27750,450906,13017581400,322151970000,10957550,2023,Q1
한미글로벌,KOSPI,,29500,550,1.9,28700,29850,28700,169648,4955893550,323247725000,10957550,2023,Q2
한미글로벌,KOSPI,,28850,5050,21.22,24600,29400,24450,3569029,100523417350,316125317500,10957550,2023,Q3
한미글로벌,KOSPI,,23000,750,3.37,22500,23300,22350,223531,5126252300,252023650000,10957550,2023,Q4
한미글로벌,KOSPI,,18010,-60,-0.33,18100,18370,17970,81925,1485386510,197345475500,10957550,2024,Q1
한미글로벌,KOSPI,,16300,230,1.43,16070,16420,15860,104418,1693494530,178608065000,10957550,2024,Q2
한미글로벌,KOSPI,,15240,-170,-1.1,15410,15450,15100,51971,792769160,166993062000,10957550,2024,Q3
한미글로벌,KOSPI,,17800,-430,-2.36,18230,18540,17780,562550,10211952850,195044390000,10957550,2024,Q4
한미반도체,KOSPI,,9120,460,5.31,8730,9190,8570,303635,2723930370,469693689120,51501501,2020,Q1
한미반도체,KOSPI,,9200,-30,-0.33,9210,9350,9040,503273,4618700850,473813809200,51501501,2020,Q2
한미반도체,KOSPI,,10250,150,1.49,10000,10450,9960,558964,5718237640,527890385250,51501501,2020,Q3
한미반도체,KOSPI,,12500,300,2.46,12300,12550,12150,448090,5519020950,643768762500,51501501,2020,Q4
한미반도체,KOSPI,,22400,250,1.13,22750,23300,22150,684156,15565214550,1153633622400,51501501,2021,Q1
한미반도체,KOSPI,,32200,-400,-1.23,32300,33200,32200,470688,15290715350,1592608039400,49459877,2021,Q2
한미반도체,KOSPI,,34200,-350,-1.01,34400,34700,34000,173508,5944043500,1691527793400,49459877,2021,Q3
한미반도체,KOSPI,,34700,2100,6.44,33100,34800,32700,633321,21484330800,1716257731900,49459877,2021,Q4
한미반도체,KOSPI,,33250,-150,-0.45,33400,33400,32750,239954,7923159950,1644540910250,49459877,2022,Q1
한미반도체,KOSPI,,14300,-100,-0.69,14400,14550,14250,291074,4177863400,1414552482200,98919754,2022,Q2
한미반도체,KOSPI,,11700,-350,-2.9,11850,12100,11650,399317,4733408000,1157361121800,98919754,2022,Q3
한미반도체,KOSPI,,13350,-50,-0.37,13800,13850,13300,501856,6791731050,1320578715900,98919754,2022,Q4
한미반도체,KOSPI,,15690,-270,-1.69,15950,15950,15400,821533,12836271320,1527253648380,97339302,2023,Q1
한미반도체,KOSPI,,26350,-200,-0.75,26050,26650,25650,3004975,78648203000,2564890607700,97339302,2023,Q2
한미반도체,KOSPI,,58500,-1300,-2.17,58500,60400,57600,3404907,200393936200,5694349167000,97339302,2023,Q3
한미반도체,KOSPI,,62000,-1600,-2.52,62500,63000,61600,755785,47034210400,6035036724000,97339302,2023,Q4
한미반도체,KOSPI,,95400,10600,12.5,87900,101500,87500,9385190,900095785500,9286169410800,97339302,2024,Q1
한미반도체,KOSPI,,146700,-15000,-9.28,158100,158500,138100,7240625,1052037778400,14228966107800,96993634,2024,Q2
한미반도체,KOSPI,,111400,-3100,-2.71,114100,114200,110700,746626,83405900500,10805090827600,96993634,2024,Q3
한미반도체,KOSPI,,72300,-2300,-3.08,75000,75700,72100,488292,35807141200,6985210925700,96614259,2024,Q4
한미사이언스,KOSPI,,30650,950,3.2,29500,30650,29500,104386,3143880700,2023241716850,66011149,2020,Q1
한미사이언스,KOSPI,,28100,650,2.37,27200,28150,27200,100247,2797246050,1854913286900,66011149,2020,Q2
한미사이언스,KOSPI,,59700,1100,1.88,58700,59900,58300,228475,13516873600,3940865595300,66011149,2020,Q3
한미사이언스,KOSPI,,72100,1800,2.56,70300,73200,67200,1357462,96141101300,4759403842900,66011149,2020,Q4
한미사이언스,KOSPI,,61100,-3400,-5.27,60000,63300,59800,384911,23490920700,4112311732100,67304611,2021,Q1
한미사이언스,KOSPI,,70500,400,0.57,70500,70800,69600,114762,8071255900,4744975075500,67304611,2021,Q2
한미사이언스,KOSPI,,74800,1400,1.91,73400,76400,73400,222041,16654111500,5034384902800,67304611,2021,Q3
한미사이언스,KOSPI,,50500,400,0.8,49500,50800,49500,71354,3587745200,3398882855500,67304611,2021,Q4
한미사이언스,KOSPI,,44900,-550,-1.21,45200,45500,44900,110597,4985505850,3081203411600,68623684,2022,Q1
한미사이언스,KOSPI,,47550,-1450,-2.96,48700,48700,47250,88066,4191997000,3263056174200,68623684,2022,Q2
한미사이언스,KOSPI,,43700,400,0.92,42900,44200,42500,188877,8243981400,2998854990800,68623684,2022,Q3
한미사이언스,KOSPI,,31700,300,0.96,31650,32200,31500,59082,1878035750,2175370782800,68623684,2022,Q4
한미사이언스,KOSPI,,31700,-850,-2.61,32800,32850,31450,141142,4506697350,2217634998000,69956940,2023,Q1
한미사이언스,KOSPI,,36950,800,2.21,36050,37150,36050,117976,4350215350,2584908933000,69956940,2023,Q2
한미사이언스,KOSPI,,32600,-3400,-9.44,35750,35850,32550,667675,22359864800,2280596244000,69956940,2023,Q3
한미사이언스,KOSPI,,35400,-400,-1.12,35950,36400,35300,56476,2014783550,2476475676000,69956940,2023,Q4
한미사이언스,KOSPI,,39650,-1550,-3.76,41400,41800,39350,407002,16330080550,2773792671000,69956940,2024,Q1
한미사이언스,KOSPI,,32000,450,1.43,31550,32350,31350,103878,3320456200,2188529600000,68391550,2024,Q2
한미사이언스,KOSPI,,33200,250,0.76,33100,33300,31900,201817,6615265000,2270599460000,68391550,2024,Q3
한미사이언스,KOSPI,,32250,-650,-1.98,32500,33000,31650,286631,9235470350,2205627487500,68391550,2024,Q4
한미약품,KOSPI,,266500,5500,2.11,265500,268000,260000,31176,8259145000,3156167228500,11843029,2020,Q1
한미약품,KOSPI,,240500,3500,1.48,237000,242000,234500,73462,17539589500,2848248474500,11843029,2020,Q2
한미약품,KOSPI,,304500,-2000,-0.65,306500,308500,300500,67783,20648505500,3606202330500,11843029,2020,Q3
한미약품,KOSPI,,372000,13500,3.77,364500,372500,346000,244075,87815453000,4405606788000,11843029,2020,Q4
한미약품,KOSPI,,319000,-24000,-7.0,315000,324500,310000,246189,78308411000,3852971958000,12078282,2021,Q1
한미약품,KOSPI,,352000,-3500,-0.98,356000,360000,352000,42425,15052749500,4251555264000,12078282,2021,Q2
한미약품,KOSPI,,312500,3500,1.13,307000,314500,306000,33808,10494158500,3774463125000,12078282,2021,Q3
한미약품,KOSPI,,253000,500,0.2,256000,256000,250500,28977,7328296000,3055805346000,12078282,2021,Q4
한미약품,KOSPI,,263500,-1500,-0.57,264500,266500,261000,18015,4757061500,3245785358500,12317971,2022,Q1
한미약품,KOSPI,,309000,-500,-0.16,307500,309000,303000,15267,4674502500,3806253039000,12317971,2022,Q2
한미약품,KOSPI,,302000,-6000,-1.95,305500,307000,301500,19508,5917419000,3720027242000,12317971,2022,Q3
한미약품,KOSPI,,260500,-1000,-0.38,261000,263000,259500,17661,4612113000,3208831445500,12317971,2022,Q4
한미약품,KOSPI,,258500,-500,-0.19,258500,262000,257000,24525,6345057000,3247317843000,12562158,2023,Q1
한미약품,KOSPI,,310000,17500,5.98,296000,312500,294000,64519,19754874000,3894268980000,12562158,2023,Q2
한미약품,KOSPI,,282500,-12000,-4.07,294500,296500,282500,75326,21481342500,3548809635000,12562158,2023,Q3
한미약품,KOSPI,,306500,-1000,-0.33,307500,311000,304000,29328,9025286000,3850301427000,12562158,2023,Q4
한미약품,KOSPI,,323000,-11000,-3.29,334000,338500,322500,61523,20076657500,4137950093000,12810991,2024,Q1
한미약품,KOSPI,,288500,5000,1.76,284500,292000,284000,24331,7015002000,3695970903500,12810991,2024,Q2
한미약품,KOSPI,,309000,-6500,-2.06,319000,319500,304500,60263,18692953000,3958596219000,12810991,2024,Q3
한미약품,KOSPI,,275000,2500,0.92,275500,277500,268500,52332,14267808000,3523022525000,12810991,2024,Q4
한샘,KOSPI,,63100,-900,-1.41,64000,64800,62600,133473,8426906400,1484990856800,23533928,2020,Q1
한샘,KOSPI,,86100,1500,1.77,85100,88500,85100,100939,8748436500,2026271200800,23533928,2020,Q2
한샘,KOSPI,,96700,-600,-0.62,96000,97300,95800,45601,4399907500,2275730837600,23533928,2020,Q3
한샘,KOSPI,,96700,-700,-0.72,97900,97900,96000,71750,6954782300,2275730837600,23533928,2020,Q4
한샘,KOSPI,,99500,0,0.0,100000,100500,98700,62180,6182436100,2341625836000,23533928,2021,Q1
한샘,KOSPI,,113500,5000,4.61,108500,113500,108500,91092,10226353000,2671100828000,23533928,2021,Q2
한샘,KOSPI,,116500,500,0.43,121000,122500,116000,264242,31325242500,2741702612000,23533928,2021,Q3
한샘,KOSPI,,89200,2900,3.36,86100,90000,86100,115643,10139003800,2099226377600,23533928,2021,Q4
한샘,KOSPI,,73000,0,0.0,72800,74300,72600,37470,2749813900,1717976744000,23533928,2022,Q1
한샘,KOSPI,,73300,400,0.55,72300,73400,71600,60851,4432950300,1725036922400,23533928,2022,Q2
한샘,KOSPI,,51700,-2100,-3.9,53200,53300,51600,97043,5066662600,1216704077600,23533928,2022,Q3
한샘,KOSPI,,47200,250,0.53,47100,47950,46600,30422,1439238650,1110801401600,23533928,2022,Q4
한샘,KOSPI,,53700,8850,19.73,54500,54500,52800,529366,28354942800,1263771933600,23533928,2023,Q1
한샘,KOSPI,,45100,-400,-0.88,46250,46250,44650,18834,850915350,1061380152800,23533928,2023,Q2
한샘,KOSPI,,57600,-1600,-2.7,58400,59100,57200,33231,1924765300,1355554252800,23533928,2023,Q3
한샘,KOSPI,,50800,-700,-1.36,51500,51800,50800,7609,389707500,1195523542400,23533928,2023,Q4
한샘,KOSPI,,49400,1000,2.07,49000,51400,49000,23749,1189089000,1162576043200,23533928,2024,Q1
한샘,KOSPI,,55500,-2600,-4.48,58900,58900,55300,40707,2279877300,1306133004000,23533928,2024,Q2
한샘,KOSPI,,55400,700,1.28,55000,56500,54400,19415,1074901200,1303779611200,23533928,2024,Q3
한샘,KOSPI,,53500,-400,-0.74,54200,54300,52900,19605,1046608100,1259065148000,23533928,2024,Q4
한섬,KOSPI,,24850,350,1.43,24550,24900,24350,36311,898087850,612055500000,24630000,2020,Q1
한섬,KOSPI,,31150,900,2.98,30400,31300,30250,116891,3608061450,767224500000,24630000,2020,Q2
한섬,KOSPI,,31300,-150,-0.48,31100,31400,30700,60621,1880725600,770919000000,24630000,2020,Q3
한섬,KOSPI,,29150,-200,-0.68,29350,29550,29050,79418,2324005650,717964500000,24630000,2020,Q4
한섬,KOSPI,,38500,1350,3.63,38250,39250,37200,222938,8583420850,948255000000,24630000,2021,Q1
한섬,KOSPI,,45000,150,0.33,44850,45650,44800,79305,3575211100,1108350000000,24630000,2021,Q2
한섬,KOSPI,,40500,-150,-0.37,39950,41250,39850,60611,2466100650,997515000000,24630000,2021,Q3
한섬,KOSPI,,34950,-150,-0.43,35200,35550,34150,113744,3952801900,860818500000,24630000,2021,Q4
한섬,KOSPI,,35900,50,0.14,35850,36300,35500,35691,1282150650,884217000000,24630000,2022,Q1
한섬,KOSPI,,38150,-300,-0.78,38300,38550,37900,39012,1490431750,939634500000,24630000,2022,Q2
한섬,KOSPI,,27350,-1050,-3.7,28250,28300,27350,61845,1717695700,673630500000,24630000,2022,Q3
한섬,KOSPI,,26600,750,2.9,26200,26700,26200,68523,1812826700,655158000000,24630000,2022,Q4
한섬,KOSPI,,25800,100,0.39,25700,25950,25400,64530,1658788550,635454000000,24630000,2023,Q1
한섬,KOSPI,,23300,200,0.87,23200,23500,23050,78219,1819395650,573879000000,24630000,2023,Q2
한섬,KOSPI,,19250,270,1.42,18800,19370,18650,98758,1897846860,474127500000,24630000,2023,Q3
한섬,KOSPI,,19300,310,1.63,19000,19370,18830,48875,933720770,475359000000,24630000,2023,Q4
한섬,KOSPI,,18970,-150,-0.78,19110,19200,18810,71832,1363215080,467231100000,24630000,2024,Q1
한섬,KOSPI,,18180,250,1.39,17970,18190,17950,31257,565373700,425384730000,23398500,2024,Q2
한섬,KOSPI,,16290,-140,-0.85,16440,16450,16130,28719,466988280,381161565000,23398500,2024,Q3
한섬,KOSPI,,14690,-290,-1.94,14980,14980,14580,28812,424141870,343723965000,23398500,2024,Q4
한성기업,KOSPI,,4905,-50,-1.01,4900,5030,4845,67551,330462060,30267558180,6170756,2020,Q1
한성기업,KOSPI,,5140,-110,-2.1,5250,5250,5080,96536,495598810,31916907100,6209515,2020,Q2
한성기업,KOSPI,,14500,-400,-2.68,14700,14750,14100,216242,3114715800,90037967500,6209515,2020,Q3
한성기업,KOSPI,,8980,-50,-0.55,9030,9080,8900,57571,516468930,55761444700,6209515,2020,Q4
한성기업,KOSPI,,7290,-180,-2.41,7480,7550,7280,57777,426222470,45267364350,6209515,2021,Q1
한성기업,KOSPI,,8860,240,2.78,8620,8960,8620,289781,2557044000,55016302900,6209515,2021,Q2
한성기업,KOSPI,,7700,90,1.18,7610,7740,7610,16327,125162220,47813265500,6209515,2021,Q3
한성기업,KOSPI,,5540,180,3.36,5360,5880,5220,30239,165272390,34400713100,6209515,2021,Q4
한성기업,KOSPI,,7690,1770,29.9,5970,7690,5970,2688252,19473393180,47751170350,6209515,2022,Q1
한성기업,KOSPI,,8080,-150,-1.82,8230,8240,8070,60381,490444670,50172881200,6209515,2022,Q2
한성기업,KOSPI,,6460,-160,-2.42,6590,6600,6440,54491,354632760,40113466900,6209515,2022,Q3
한성기업,KOSPI,,5680,130,2.34,5580,5760,5560,31937,181411800,35270045200,6209515,2022,Q4
한성기업,KOSPI,,5850,140,2.45,5820,5870,5750,13752,80031260,36325662750,6209515,2023,Q1
한성기업,KOSPI,,5780,170,3.03,5660,5800,5610,24928,141985020,35890996700,6209515,2023,Q2
한성기업,KOSPI,,5200,-210,-3.88,5390,5400,5110,187048,983931140,32289478000,6209515,2023,Q3
한성기업,KOSPI,,5660,170,3.1,5490,5660,5460,88476,493033000,35145854900,6209515,2023,Q4
한성기업,KOSPI,,5460,-140,-2.5,5600,5600,5460,49911,275775880,33903951900,6209515,2024,Q1
한성기업,KOSPI,,9560,1850,23.99,7810,9940,7810,2758371,25609458920,59362963400,6209515,2024,Q2
한성기업,KOSPI,,5430,20,0.37,5440,5470,5310,35239,189461590,33717666450,6209515,2024,Q3
한성기업,KOSPI,,4725,-125,-2.58,4845,4870,4620,42918,202503125,29339958375,6209515,2024,Q4
한세실업,KOSPI,,13500,-100,-0.74,13450,13700,13350,94674,1280599750,540000000000,40000000,2020,Q1
한세실업,KOSPI,,13450,150,1.13,13350,13550,13100,164618,2194848350,538000000000,40000000,2020,Q2
한세실업,KOSPI,,17400,0,0.0,17250,17900,17050,302408,5266587950,696000000000,40000000,2020,Q3
한세실업,KOSPI,,16450,-250,-1.5,16800,17050,16450,273257,4555509250,658000000000,40000000,2020,Q4
한세실업,KOSPI,,20700,100,0.49,21050,21800,20350,759916,16068455550,828000000000,40000000,2021,Q1
한세실업,KOSPI,,25550,-750,-2.85,26200,26600,25100,366487,9413117950,1022000000000,40000000,2021,Q2
한세실업,KOSPI,,20900,250,1.21,20650,21150,20550,109192,2280221550,836000000000,40000000,2021,Q3
한세실업,KOSPI,,19950,0,0.0,19950,20050,19050,330691,6495257250,798000000000,40000000,2021,Q4
한세실업,KOSPI,,23050,400,1.77,22400,23400,22350,242416,5595828450,922000000000,40000000,2022,Q1
한세실업,KOSPI,,22050,200,0.92,21750,22300,21550,393845,8679900600,882000000000,40000000,2022,Q2
한세실업,KOSPI,,15050,-800,-5.05,15600,15650,15050,464860,7080237300,602000000000,40000000,2022,Q3
한세실업,KOSPI,,15950,100,0.63,16100,16150,15900,138674,2220959750,638000000000,40000000,2022,Q4
한세실업,KOSPI,,17080,400,2.4,16500,17150,16500,202828,3418755770,683200000000,40000000,2023,Q1
한세실업,KOSPI,,15800,-110,-0.69,16040,16040,15700,78884,1246458460,632000000000,40000000,2023,Q2
한세실업,KOSPI,,20150,630,3.23,19530,20300,19420,157041,3141333440,806000000000,40000000,2023,Q3
한세실업,KOSPI,,20950,200,0.96,20700,21150,20450,159407,3316216950,838000000000,40000000,2023,Q4
한세실업,KOSPI,,19850,-550,-2.7,20400,20650,19450,268008,5330173840,794000000000,40000000,2024,Q1
한세실업,KOSPI,,23150,-450,-1.91,23600,24100,22950,514264,12048812050,926000000000,40000000,2024,Q2
한세실업,KOSPI,,15890,-570,-3.46,16460,16460,15500,256053,4062494020,635600000000,40000000,2024,Q3
한세실업,KOSPI,,13860,-300,-2.12,14300,14320,13750,37091,515535560,554400000000,40000000,2024,Q4
한세엠케이,KOSPI,,3235,60,1.89,3175,3275,3160,22945,73548615,41761656670,12909322,2020,Q1
한세엠케이,KOSPI,,3070,35,1.15,3090,3100,3000,7091,21667240,39631618540,12909322,2020,Q2
한세엠케이,KOSPI,,2865,135,4.95,3000,3000,2860,208023,609863190,36985207530,12909322,2020,Q3
한세엠케이,KOSPI,,3085,-15,-0.48,3080,3105,3060,25326,77927760,39825258370,12909322,2020,Q4
한세엠케이,KOSPI,,3435,30,0.88,3395,3550,3385,42483,146452525,44343521070,12909322,2021,Q1
한세엠케이,KOSPI,,4900,75,1.55,4935,4935,4745,86204,418426880,63255677800,12909322,2021,Q2
한세엠케이,KOSPI,,7480,100,1.36,7380,7500,7180,101479,743224510,96561728560,12909322,2021,Q3
한세엠케이,KOSPI,,4015,-85,-2.07,3980,4100,3915,57292,229112735,51830927830,12909322,2021,Q4
한세엠케이,KOSPI,,4000,-115,-2.79,4065,4140,3985,58589,236730510,51637288000,12909322,2022,Q1
한세엠케이,KOSPI,,4010,95,2.43,3870,4040,3850,32305,127910110,51766381220,12909322,2022,Q2
한세엠케이,KOSPI,,3110,-50,-1.58,3160,3170,3110,6476,20239660,93631221220,30106502,2022,Q3
한세엠케이,KOSPI,,3265,265,8.83,3030,3890,2985,361202,1257659360,98297729030,30106502,2022,Q4
한세엠케이,KOSPI,,2665,-20,-0.74,2685,2685,2635,7750,20572770,80233827830,30106502,2023,Q1
한세엠케이,KOSPI,,3075,-45,-1.44,3120,3430,3070,515577,1684167525,92577493650,30106502,2023,Q2
한세엠케이,KOSPI,,2685,100,3.87,2560,2755,2560,34029,90990485,80835957870,30106502,2023,Q3
한세엠케이,KOSPI,,2230,-45,-1.98,2275,2335,2230,6220,14066900,67137499460,30106502,2023,Q4
한세엠케이,KOSPI,,2040,0,0.0,2060,2085,2025,14242,29153150,61417264080,30106502,2024,Q1
한세엠케이,KOSPI,,2030,25,1.25,2035,2040,2005,6091,12290510,61116199060,30106502,2024,Q2
한세엠케이,KOSPI,,1679,-45,-2.61,1724,1813,1679,12950,22493562,50548816858,30106502,2024,Q3
한세엠케이,KOSPI,,1258,1,0.08,1259,1483,1256,509750,705042611,37873979516,30106502,2024,Q4
한세예스24홀딩스,KOSPI,,5950,10,0.17,5900,6050,5900,66208,383114250,238000000000,40000000,2020,Q1
한세예스24홀딩스,KOSPI,,5170,0,0.0,5170,5330,5120,19265,100172280,206800000000,40000000,2020,Q2
한세예스24홀딩스,KOSPI,,5280,370,7.54,4940,5650,4940,649288,3442803425,211200000000,40000000,2020,Q3
한세예스24홀딩스,KOSPI,,6430,10,0.16,6420,6540,6350,219429,1408555030,257200000000,40000000,2020,Q4
한세예스24홀딩스,KOSPI,,7340,100,1.38,7290,7570,7240,107691,795944470,293600000000,40000000,2021,Q1
한세예스24홀딩스,KOSPI,,9310,-110,-1.17,9470,9500,9310,96683,906059180,372400000000,40000000,2021,Q2
한세예스24홀딩스,KOSPI,,8970,40,0.45,8920,9030,8810,55487,497123180,358800000000,40000000,2021,Q3
한세예스24홀딩스,KOSPI,,6950,90,1.31,6770,7040,6750,25699,177705620,278000000000,40000000,2021,Q4
한세예스24홀딩스,KOSPI,,6260,120,1.95,6140,6270,6070,8177,50756650,250400000000,40000000,2022,Q1
한세예스24홀딩스,KOSPI,,7130,530,8.03,6640,8130,6550,2862538,21644496460,285200000000,40000000,2022,Q2
한세예스24홀딩스,KOSPI,,5570,-120,-2.11,5690,5690,5570,16210,91298440,222800000000,40000000,2022,Q3
한세예스24홀딩스,KOSPI,,5230,170,3.36,5080,5450,5060,75963,397572210,209200000000,40000000,2022,Q4
한세예스24홀딩스,KOSPI,,4760,-20,-0.42,4780,4835,4755,18185,86857280,190400000000,40000000,2023,Q1
한세예스24홀딩스,KOSPI,,4790,35,0.74,4750,4840,4710,65961,315928770,191600000000,40000000,2023,Q2
한세예스24홀딩스,KOSPI,,4450,55,1.25,4430,4450,4395,4527,20020740,178000000000,40000000,2023,Q3
한세예스24홀딩스,KOSPI,,4895,5,0.1,4890,4895,4810,9984,48428465,195800000000,40000000,2023,Q4
한세예스24홀딩스,KOSPI,,4655,-20,-0.43,4725,4725,4655,9401,43941260,186200000000,40000000,2024,Q1
한세예스24홀딩스,KOSPI,,4765,-15,-0.31,4780,4790,4730,14268,67989115,190600000000,40000000,2024,Q2
한세예스24홀딩스,KOSPI,,4570,0,0.0,4560,4595,4515,16122,73349545,182800000000,40000000,2024,Q3
한세예스24홀딩스,KOSPI,,4350,-50,-1.14,4410,4460,4180,80761,352116615,174000000000,40000000,2024,Q4
한솔로지스틱스,KOSPI,,1490,0,0.0,1485,1510,1435,871776,1287920900,40941363250,27477425,2020,Q1
한솔로지스틱스,KOSPI,,1480,15,1.02,1465,1495,1455,231350,341516580,40666589000,27477425,2020,Q2
한솔로지스틱스,KOSPI,,2195,-85,-3.73,2265,2300,2175,2399878,5303900015,60312947875,27477425,2020,Q3
한솔로지스틱스,KOSPI,,2365,50,2.16,2330,2490,2330,4225903,10145592920,64984110125,27477425,2020,Q4
한솔로지스틱스,KOSPI,,3135,55,1.79,3080,3215,3065,1709254,5362077470,86141727375,27477425,2021,Q1
한솔로지스틱스,KOSPI,,3890,20,0.52,3870,3950,3715,4958365,19102987795,106887183250,27477425,2021,Q2
한솔로지스틱스,KOSPI,,4655,-25,-0.53,4705,4710,4610,996795,4643455170,127907413375,27477425,2021,Q3
한솔로지스틱스,KOSPI,,3730,40,1.08,3630,3760,3560,518058,1903226095,102490795250,27477425,2021,Q4
한솔로지스틱스,KOSPI,,3465,80,2.36,3385,3480,3310,155738,533874050,95209277625,27477425,2022,Q1
한솔로지스틱스,KOSPI,,4110,-10,-0.24,4120,4165,4095,279271,1151115510,112932216750,27477425,2022,Q2
한솔로지스틱스,KOSPI,,3190,-70,-2.15,3260,3260,3185,126933,407839440,87652985750,27477425,2022,Q3
한솔로지스틱스,KOSPI,,3035,10,0.33,3030,3055,3015,189692,575207405,83393984875,27477425,2022,Q4
한솔로지스틱스,KOSPI,,2940,30,1.03,2915,3030,2890,166065,486041520,80783629500,27477425,2023,Q1
한솔로지스틱스,KOSPI,,2750,-25,-0.9,2775,2785,2705,74992,206448900,75562918750,27477425,2023,Q2
한솔로지스틱스,KOSPI,,2455,25,1.03,2430,2455,2425,55913,136543305,67893086375,27655025,2023,Q3
한솔로지스틱스,KOSPI,,2525,-25,-0.98,2555,2560,2505,105292,265772600,70074368125,27752225,2023,Q4
한솔로지스틱스,KOSPI,,2485,25,1.02,2485,2500,2470,124732,309786360,68964279125,27752225,2024,Q1
한솔로지스틱스,KOSPI,,2800,35,1.27,2760,2805,2755,502134,1400883710,78559670000,28057025,2024,Q2
한솔로지스틱스,KOSPI,,2420,10,0.41,2410,2420,2380,27586,66415805,67898000500,28057025,2024,Q3
한솔로지스틱스,KOSPI,,2095,-30,-1.41,2115,2130,2080,92968,194592225,58986453375,28155825,2024,Q4
한솔제지,KOSPI,,12900,50,0.39,12750,13050,12650,117592,1506206550,307027430400,23800576,2020,Q1
한솔제지,KOSPI,,14400,-50,-0.35,14500,14600,14350,235987,3409290900,342728294400,23800576,2020,Q2
한솔제지,KOSPI,,13400,0,0.0,13400,13500,13300,69310,928332400,318927718400,23800576,2020,Q3
한솔제지,KOSPI,,14050,-100,-0.71,14300,14350,13850,335136,4721000350,334398092800,23800576,2020,Q4
한솔제지,KOSPI,,13150,50,0.38,13200,13300,13050,104417,1374761350,312977574400,23800576,2021,Q1
한솔제지,KOSPI,,15700,-200,-1.26,15950,16100,15500,291691,4567063550,373669043200,23800576,2021,Q2
한솔제지,KOSPI,,17650,150,0.86,17500,17950,17450,225672,4000474900,420080166400,23800576,2021,Q3
한솔제지,KOSPI,,13050,0,0.0,12950,13300,12950,87507,1144691900,310597516800,23800576,2021,Q4
한솔제지,KOSPI,,12550,250,2.03,12300,12600,12250,62969,781904050,298697228800,23800576,2022,Q1
한솔제지,KOSPI,,14500,0,0.0,14400,14600,14300,111372,1608589350,345108352000,23800576,2022,Q2
한솔제지,KOSPI,,15450,-250,-1.59,15750,15750,15400,92866,1445888300,367718899200,23800576,2022,Q3
한솔제지,KOSPI,,13950,0,0.0,14100,14150,13900,107930,1510801500,332018035200,23800576,2022,Q4
한솔제지,KOSPI,,12380,130,1.06,12250,12430,12240,56929,702436420,294651130880,23800576,2023,Q1
한솔제지,KOSPI,,11180,0,0.0,11250,11250,11170,42854,479512710,266090439680,23800576,2023,Q2
한솔제지,KOSPI,,10740,170,1.61,10580,10880,10540,84700,908441990,255618186240,23800576,2023,Q3
한솔제지,KOSPI,,10340,-50,-0.48,10400,10450,10330,21548,223062250,246097955840,23800576,2023,Q4
한솔제지,KOSPI,,10700,-60,-0.56,10760,10810,10610,66239,707335160,254666163200,23800576,2024,Q1
한솔제지,KOSPI,,11070,60,0.54,10930,11140,10930,56049,619630520,263472376320,23800576,2024,Q2
한솔제지,KOSPI,,9800,0,0.0,9830,9850,9760,20171,197312050,233245644800,23800576,2024,Q3
한솔제지,KOSPI,,8860,-110,-1.23,8980,9050,8820,35319,313396270,210873103360,23800576,2024,Q4
한솔케미칼,KOSPI,,93600,800,0.86,93300,94900,92200,50028,4688286700,1057230252000,11295195,2020,Q1
한솔케미칼,KOSPI,,102000,4500,4.62,97000,102000,96800,76507,7646376700,1152109890000,11295195,2020,Q2
한솔케미칼,KOSPI,,157500,-4000,-2.48,160000,160500,154000,102421,16066400500,1778993212500,11295195,2020,Q3
한솔케미칼,KOSPI,,159500,3500,2.24,158000,160000,156500,34903,5529788500,1801583602500,11295195,2020,Q4
한솔케미칼,KOSPI,,237500,-6500,-2.66,247000,247500,236000,105012,25164573000,2692108812500,11335195,2021,Q1
한솔케미칼,KOSPI,,255000,6000,2.41,250500,256500,250000,67515,17160952500,2890474725000,11335195,2021,Q2
한솔케미칼,KOSPI,,292000,1500,0.52,285500,294000,285500,27893,8104635500,3309876940000,11335195,2021,Q3
한솔케미칼,KOSPI,,306000,8000,2.68,298500,307000,289500,50948,15342257000,3468569670000,11335195,2021,Q4
한솔케미칼,KOSPI,,223000,8500,3.96,216500,225000,213000,133609,29520733500,2527748485000,11335195,2022,Q1
한솔케미칼,KOSPI,,256000,-9500,-3.58,264000,266500,254000,69891,18084607000,2901809920000,11335195,2022,Q2
한솔케미칼,KOSPI,,210500,-8000,-3.66,213500,216500,210500,41753,8861040500,2386058547500,11335195,2022,Q3
한솔케미칼,KOSPI,,211000,1000,0.48,213000,214000,208000,77890,16413179568,2391726145000,11335195,2022,Q4
한솔케미칼,KOSPI,,202500,-2000,-0.98,204500,208500,202500,41226,8451182000,2295376987500,11335195,2023,Q1
한솔케미칼,KOSPI,,230000,-1500,-0.65,229500,233500,229000,47880,11058306300,2607094850000,11335195,2023,Q2
한솔케미칼,KOSPI,,166400,4900,3.03,161700,166800,161600,143873,23700730400,1886176448000,11335195,2023,Q3
한솔케미칼,KOSPI,,202000,1000,0.5,200500,205000,196900,86848,17532731900,2289709390000,11335195,2023,Q4
한솔케미칼,KOSPI,,179100,8800,5.17,172700,182000,172600,191087,34175035800,2030133424500,11335195,2024,Q1
